Date,Temperature(C),Humidity(%),Weather,Holiday,Power Consumption (MW)
2018-01-01 00:00:00,19.9816047538945,42.56352454924171,Rainy,0,423.649226589326
2018-01-01 01:00:00,43.02857225639664,11.252755330058099,Sunny,0,442.8496105875563
2018-01-01 02:00:00,34.2797576724562,62.110562135723065,Cloudy,0,404.09819539362206
2018-01-01 03:00:00,28.946339367881464,23.03348319018466,Sunny,0,374.32093997140345
2018-01-01 04:00:00,11.24074561769746,28.99047507054544,Cloudy,0,274.434592799577
2018-01-01 05:00:00,11.239780813448107,20.867368085308044,Cloudy,0,417.01781003600786
2018-01-01 06:00:00,7.323344486727978,56.83894570256652,Rainy,0,275.2624417043111
2018-01-01 07:00:00,39.647045830997406,18.56433631726181,Cloudy,1,412.0039382036845
2018-01-01 08:00:00,29.04460046972835,33.07215242655215,Rainy,0,425.90806872293814
2018-01-01 09:00:00,33.32290311184182,50.65378458579937,Cloudy,0,469.32138276938576
2018-01-01 10:00:00,5.823379771832098,25.09379966546841,Sunny,0,384.1435348809124
2018-01-01 11:00:00,43.79639408647977,50.16172255316497,Sunny,0,453.48175873799255
2018-01-01 12:00:00,38.29770563201687,40.84616131456528,Sunny,0,450.3849721782501
2018-01-01 13:00:00,13.493564427131046,87.45374596326451,Sunny,0,375.0431689453989
2018-01-01 14:00:00,12.272998688284025,81.54128913654604,Sunny,0,330.90996043277386
2018-01-01 15:00:00,12.336180394137353,99.35691251189785,Rainy,0,355.3251273230286
2018-01-01 16:00:00,17.16968971838151,57.60205596689027,Sunny,0,328.8126547649763
2018-01-01 17:00:00,25.990257265289515,61.785738420179506,Cloudy,0,418.34596314298955
2018-01-01 18:00:00,22.27780074568463,95.19812633041596,Rainy,0,404.1651515156206
2018-01-01 19:00:00,16.649165607921677,45.96329932187666,Cloudy,0,367.30423634808983
2018-01-01 20:00:00,29.47411578889518,60.0114416057373,Sunny,0,438.59373876211487
2018-01-01 21:00:00,10.579754426081674,44.11769461529263,Rainy,0,361.22172934136796
2018-01-01 22:00:00,16.685785941408724,59.12746353082836,Rainy,0,399.49152062949094
2018-01-01 23:00:00,19.654473731747668,17.26897892657855,Cloudy,0,421.94401940574943
2018-01-02 00:00:00,23.24279936868144,80.54146840093583,Cloudy,0,386.17462822836916
2018-01-02 01:00:00,36.407038455720546,98.67519526861395,Cloudy,0,402.3548917292393
2018-01-02 02:00:00,12.986951286334389,15.916636219559853,Cloudy,0,329.5094521393727
2018-01-02 03:00:00,25.569377536544465,82.09357572083269,Cloudy,0,411.55427272169516
2018-01-02 04:00:00,28.6965827544817,31.756132044553034,Sunny,0,415.03608428003247
2018-01-02 05:00:00,6.858016508799909,27.779234794928318,Sunny,0,356.1865430900997
2018-01-02 06:00:00,29.301794076057533,72.40333584461109,Cloudy,0,392.1689078018084
2018-01-02 07:00:00,11.82096494749166,13.971902370092355,Cloudy,0,306.0717550711894
2018-01-02 08:00:00,7.602063719411181,51.69154125271243,Sunny,0,389.58702258654375
2018-01-02 09:00:00,42.95542149013333,10.130001932378919,Cloudy,0,443.491363144025
2018-01-02 10:00:00,43.625281322982374,59.89546257818265,Cloudy,0,471.42299359221073
2018-01-02 11:00:00,37.33589392465844,51.5873500958461,Cloudy,1,445.73134365930395
2018-01-02 12:00:00,17.184550766934827,92.39343460126052,Sunny,0,402.18709974042224
2018-01-02 13:00:00,8.906884560255355,74.82447125059738,Sunny,0,357.395312205335
2018-01-02 14:00:00,32.36932106048627,21.340555469104714,Cloudy,0,386.5076923519729
2018-01-02 15:00:00,22.606099749584054,41.90859637767525,Sunny,0,372.5881217875135
2018-01-02 16:00:00,9.881529393791153,93.84217927109306,Cloudy,0,441.5494252103608
2018-01-02 17:00:00,24.807076404450807,75.28007325466808,Cloudy,0,466.1937894242101
2018-01-02 18:00:00,6.375540844608736,63.48476034876602,Rainy,0,378.68318707175916
2018-01-02 19:00:00,41.372816083151285,60.31644317082115,Sunny,0,452.2606667091361
2018-01-02 20:00:00,15.351199264000677,45.82886197634896,Rainy,0,385.9255575980621
2018-01-02 21:00:00,31.50089137415928,62.66813164020798,Sunny,0,383.1080436442037
2018-01-02 22:00:00,17.46844304357644,79.44979733808313,Sunny,0,422.02492646991965
2018-01-02 23:00:00,25.802720847112433,21.47839087207307,Cloudy,0,380.93857276036005
2018-01-03 00:00:00,26.868411173731186,97.28475756833122,Cloudy,0,429.70824677514184
2018-01-03 01:00:00,12.394178221021082,31.542838218007702,Rainy,0,355.8940018806373
2018-01-03 02:00:00,43.783385110582344,50.296841329363744,Cloudy,0,451.1264889058789
2018-01-03 03:00:00,36.00531293444458,12.044406218300379,Cloudy,0,438.14925348053623
2018-01-03 04:00:00,42.579957662567566,59.531133066263685,Sunny,1,505.34949383612076
2018-01-03 05:00:00,40.79309401710595,44.36801625354614,Sunny,0,470.2725652484022
2018-01-03 06:00:00,28.915999152443405,32.47802850456985,Rainy,0,404.9646972525504
2018-01-03 07:00:00,41.87496940092467,98.69718284041201,Rainy,0,442.9927204873112
2018-01-03 08:00:00,8.53970008207678,48.5327028405047,Sunny,0,351.0720608432416
2018-01-03 09:00:00,12.839314496765809,47.28667272345074,Rainy,0,359.84418794328457
2018-01-03 10:00:00,6.809091556421523,51.679293803287855,Sunny,0,371.00124835588645
2018-01-03 11:00:00,18.013213230530575,20.45384011595452,Cloudy,0,344.9297494845587
2018-01-03 12:00:00,20.54709158757928,45.37864988334506,Rainy,0,357.68848265609097
2018-01-03 13:00:00,15.853961270955836,40.276383319500525,Cloudy,0,376.6519203161667
2018-01-03 14:00:00,38.14950036607718,51.86120128862989,Cloudy,0,467.990373271271
2018-01-03 15:00:00,19.270133067743572,87.09590501571539,Rainy,0,405.94594485163805
2018-01-03 16:00:00,16.23738038749523,27.350685510319614,Rainy,0,391.3778779490769
2018-01-03 17:00:00,26.70784332632994,64.69653931476603,Sunny,0,374.19443228951826
2018-01-03 18:00:00,10.636968998990506,13.387338077673533,Cloudy,0,352.8101749991152
2018-01-03 19:00:00,37.08787923016159,38.51132518900189,Cloudy,0,392.0628961735096
2018-01-03 20:00:00,7.982025747190833,52.53918571834232,Cloudy,0,430.2351198942291
2018-01-03 21:00:00,44.47547746402069,16.68512357178008,Cloudy,0,481.99200113094474
2018-01-03 22:00:00,35.889790771866295,58.95711411611508,Rainy,0,448.6978978183423
2018-01-03 23:00:00,12.948627261366896,37.92930589648721,Cloudy,0,309.6928583701748
2018-01-04 00:00:00,5.220884684944096,99.35290122330815,Cloudy,0,324.08673728265717
2018-01-04 01:00:00,37.618457138193364,66.78725519671042,Cloudy,0,503.1117434650499
2018-01-04 02:00:00,33.274293753904686,31.975767641414564,Sunny,0,381.08225059979947
2018-01-04 03:00:00,34.160286721639494,19.2405920902782,Sunny,0,427.10533141963117
2018-01-04 04:00:00,35.85081386743783,13.664780143438552,Sunny,1,469.0848169802734
2018-01-04 05:00:00,7.961786069363614,18.169593793769046,Rainy,0,336.14799421514493
2018-01-04 06:00:00,19.338629141770905,71.20535743260402,Sunny,0,357.7689783474117
2018-01-04 07:00:00,9.634762381005189,86.94930483949061,Rainy,0,319.1195462735068
2018-01-04 08:00:00,39.52413703502374,24.10598032399701,Cloudy,0,442.11052698510343
2018-01-04 09:00:00,29.931925073102317,46.1921008197479,Sunny,0,379.7729861482281
2018-01-04 10:00:00,18.235920994105967,41.88118088763024,Cloudy,0,375.7169631080218
